Order_ID,Order_Date,Ship_Date,Ship_Mode,Segment,Region,Category,Sub_Category,Sales,Quantity,Discount,Profit,Unit_Price
ORD-2021-00214,2023-04-17,2023-04-19,Same Day,Home Office,Central,Office Supplies,Labels,36.36,5,0.1,-1.72,8.08
ORD-2021-00215,2023-08-07,2023-08-08,Second Class,Home Office,Central,Technology,Laptops,6457.48,9,0.1,1567.1,797.22
ORD-2021-00216,2022-11-08,2022-11-14,Second Class,Corporate,East,Technology,Monitors,843.07,2,0.1,-45.94,468.37
ORD-2021-00217,2021-03-22,2021-03-29,Same Day,Corporate,West,Office Supplies,Binders,25.52,2,0.0,5.5,12.76
ORD-2021-00218,2022-09-13,2022-09-14,First Class,Consumer,South,Office Supplies,Binders,50.6,4,0.0,13.65,12.65
ORD-2021-00219,2022-10-21,2022-10-28,Second Class,Corporate,East,Furniture,Tables,2753.41,5,0.1,-174.55,611.87
ORD-2021-00220,2023-08-13,2023-08-14,Same Day,Home Office,Central,Furniture,Bookcases,1361.44,8,0.0,468.32,170.18
ORD-2021-00221,2021-02-03,2021-02-06,Second Class,Home Office,East,Furniture,Chairs,1844.21,9,0.2,123.17,256.14
ORD-2021-00222,2022-05-19,2022-05-23,Same Day,Consumer,Central,Technology,Laptops,7301.13,9,0.3,2382.08,1158.91
ORD-2021-00223,2021-12-13,2021-12-15,First Class,Consumer,South,Furniture,Storage,1690.79,9,0.1,404.13,208.74
ORD-2021-00224,2021-01-14,2021-01-18,Standard Class,Consumer,West,Office Supplies,Paper,43.09,3,0.3,-2.69,20.52
ORD-2021-00225,2023-09-17,2023-09-23,Standard Class,Corporate,South,Technology,Laptops,9117.28,8,0.0,,1139.66
ORD-2021-00226,2021-02-05,2021-02-10,First Class,Home Office,Central,Technology,Phones,2214.52,7,0.0,681.76,316.36
ORD-2021-00227,2022-12-27,2022-12-30,First Class,Home Office,East,Technology,Laptops,5460.35,7,0.0,664.42,780.05
ORD-2021-00228,2021-03-06,2021-03-07,Standard Class,Corporate,East,Office Supplies,Binders,76.23,7,0.1,8.45,12.1
ORD-2021-00229,2023-06-08,2023-06-14,Same Day,Consumer,East,Office Supplies,Paper,80.06,6,0.2,-3.73,16.68
ORD-2021-00230,2022-07-10,2022-07-11,Same Day,Consumer,East,Office Supplies,Paper,24.37,2,0.3,4.68,17.41
ORD-2021-00231,2022-03-01,2022-03-06,Standard Class,Corporate,East,Office Supplies,Paper,52.39,3,0.3,8.51,24.95
ORD-2021-00232,2022-11-11,2022-11-15,Same Day,Home Office,East,Furniture,Tables,1446.16,3,0.3,99.34,688.65
ORD-2021-00233,2021-06-05,2021-06-08,Second Class,Corporate,West,Furniture,Chairs,1942.88,10,0.2,565.12,242.86
ORD-2021-00234,2022-04-13,2022-04-16,Same Day,Corporate,Central,Furniture,Chairs,1891.67,9,0.1,630.78,233.54
ORD-2021-00235,2022-05-20,2022-05-26,First Class,Home Office,West,Office Supplies,Labels,12.92,2,0.0,4.35,6.46
ORD-2021-00236,2021-08-07,2021-08-08,First Class,Corporate,South,Office Supplies,Binders,12.39,1,0.0,3.73,12.39
ORD-2021-00237,2023-07-09,2023-07-14,Same Day,Consumer,West,Technology,Laptops,7235.71,9,0.2,2509.59,1004.96
ORD-2021-00238,2022-08-21,2022-08-25,Standard Class,Corporate,Central,Furniture,Chairs,1477.49,7,0.0,220.49,211.07
ORD-2021-00239,2022-07-05,2022-07-08,Second Class,Consumer,South,Technology,Laptops,5595.39,5,0.1,757.58,1243.42
ORD-2021-00240,2023-01-10,2023-01-13,Standard Class,Corporate,Central,Furniture,Storage,494.62,4,0.3,105.4,176.65
ORD-2021-00241,2021-01-14,2021-01-18,First Class,Consumer,West,Technology,Monitors,2059.63,6,0.2,375.68,429.09
ORD-2021-00242,2022-09-08,2022-09-11,Second Class,Home Office,South,Furniture,Bookcases,1610.84,10,0.3,492.15,230.12
ORD-2021-00243,2022-05-12,2022-05-15,Same Day,Home Office,Central,Furniture,Bookcases,1158.15,7,0.0,30.61,165.45
ORD-2021-00244,2023-08-04,2023-08-10,Standard Class,Home Office,East,Technology,Laptops,4439.59,4,0.1,1334.62,1233.22
ORD-2021-00245,2022-05-11,2022-05-14,First Class,Consumer,South,Technology,Monitors,901.66,3,0.3,161.45,429.36
ORD-2021-00246,2021-03-17,2021-03-24,Same Day,Home Office,South,Furniture,Storage,608.83,6,0.3,-9.34,144.96
ORD-2021-00247,2021-12-07,2021-12-13,First Class,Consumer,West,Office Supplies,Paper,215.6,10,0.0,12.72,21.56
ORD-2021-00248,2021-01-22,2021-01-23,Standard Class,Corporate,Central,Office Supplies,Labels,46.0,5,0.0,-2.99,9.2
ORD-2021-00249,2023-08-07,2023-08-14,Same Day,Corporate,South,Office Supplies,Binders,145.39,10,0.3,49.98,20.77
ORD-2021-00250,2021-06-25,2021-06-26,Same Day,Corporate,West,Technology,Monitors,1462.68,3,0.0,206.59,487.56
ORD-2021-00251,2023-06-17,2023-06-23,Standard Class,Corporate,Central,Technology,Monitors,3154.32,8,0.0,839.7,394.29
ORD-2021-00252,2021-12-03,2021-12-09,Standard Class,Corporate,West,Office Supplies,Paper,77.5,4,0.2,-2.08,24.22
ORD-2021-00253,2022-01-13,2022-01-15,Same Day,Consumer,South,Office Supplies,Labels,67.85,7,0.1,,10.77
ORD-2021-00254,2022-03-16,2022-03-18,Standard Class,Corporate,South,Technology,Monitors,1917.82,5,0.3,434.53,547.95
ORD-2021-00255,2023-07-27,2023-07-28,Second Class,Corporate,Central,Technology,Laptops,3679.34,5,0.3,324.55,1051.24
ORD-2021-00256,2021-08-22,2021-08-25,Same Day,Home Office,South,Office Supplies,Pens,73.44,6,0.1,21.28,13.6
ORD-2021-00257,2022-10-04,2022-10-05,Second Class,Home Office,West,Office Supplies,Pens,33.08,4,0.0,-2.92,8.27
ORD-2021-00258,2023-02-25,2023-03-01,Second Class,Home Office,South,Technology,Monitors,1107.95,3,0.1,293.33,410.35
ORD-2021-00259,2021-10-15,2021-10-17,First Class,Corporate,East,Office Supplies,Binders,112.81,6,0.1,-3.65,20.89
ORD-2021-00260,2023-11-02,2023-11-08,Same Day,Consumer,East,Technology,Monitors,3330.65,8,0.1,237.81,462.59
ORD-2021-00261,2022-03-28,2022-03-31,Standard Class,Consumer,East,Furniture,Storage,207.29,1,0.0,57.82,207.29
ORD-2021-00262,2022-07-03,2022-07-10,Standard Class,Home Office,West,Furniture,Storage,1759.05,9,0.0,195.1,195.45
ORD-2021-00263,2022-05-22,2022-05-25,Standard Class,Corporate,East,Office Supplies,Labels,7.55,1,0.1,0.17,8.39
ORD-2021-00264,2022-12-20,2022-12-27,Second Class,Consumer,West,Technology,Monitors,2334.71,10,0.3,675.02,333.53
ORD-2021-00265,2023-12-27,2023-12-30,First Class,Home Office,West,Technology,Laptops,9271.76,10,0.2,3243.94,1158.97
ORD-2021-00266,2021-10-05,2021-10-12,Standard Class,Home Office,Central,Furniture,Bookcases,1957.2,7,0.0,293.47,279.6
ORD-2021-00267,2022-05-22,2022-05-29,First Class,Consumer,East,Technology,Laptops,7152.07,7,0.1,2325.46,1135.25
ORD-2021-00268,2021-07-10,2021-07-14,Standard Class,Corporate,South,Office Supplies,Labels,66.02,9,0.3,0.75,10.48
ORD-2021-00269,2021-07-10,2021-07-16,Standard Class,Corporate,South,Furniture,Storage,899.08,8,0.3,-37.65,160.55
ORD-2021-00270,2023-10-11,2023-10-14,Second Class,Corporate,East,Technology,Monitors,3293.82,6,0.0,569.1,548.97
ORD-2021-00271,2021-04-05,2021-04-06,Standard Class,Home Office,Central,Office Supplies,Labels,60.0,8,0.0,12.14,7.5
ORD-2021-00272,2021-09-28,2021-10-04,Second Class,Corporate,West,Furniture,Storage,878.15,5,0.0,53.72,175.63
ORD-2021-00273,2021-12-05,2021-12-06,First Class,Consumer,Central,Technology,Accessories,212.71,7,0.3,43.01,43.41
ORD-2021-00274,2021-01-03,2021-01-05,Standard Class,Home Office,West,Technology,Monitors,3558.96,8,0.0,881.0,444.87
ORD-2021-00275,2021-09-04,2021-09-11,First Class,Consumer,West,Office Supplies,Labels,43.61,7,0.3,12.36,8.9
ORD-2021-00276,2023-01-23,2023-01-26,First Class,Consumer,West,Furniture,Chairs,763.53,3,0.1,116.38,282.79
ORD-2021-00277,2021-12-03,2021-12-07,Standard Class,Home Office,West,Technology,Laptops,5012.24,6,0.3,408.83,1193.39
ORD-2021-00278,2021-10-14,2021-10-21,Standard Class,Consumer,East,Furniture,Storage,211.3,2,0.2,-18.39,132.06
ORD-2021-00279,2021-06-22,2021-06-24,First Class,Consumer,East,Furniture,Bookcases,1804.46,9,0.2,323.25,250.62
ORD-2021-00280,2023-03-14,2023-03-17,Second Class,Consumer,Central,Office Supplies,Paper,24.45,1,0.0,-0.1,24.45
ORD-2021-00281,2021-09-28,2021-10-02,First Class,Corporate,West,Furniture,Chairs,1984.14,10,0.1,-185.43,220.46
ORD-2021-00282,2021-01-29,2021-02-01,Standard Class,Home Office,West,Furniture,Chairs,1010.36,4,0.0,167.18,252.59
ORD-2021-00283,2021-06-18,2021-06-24,Same Day,Corporate,South,Furniture,Bookcases,1490.9,9,0.2,144.41,207.07
ORD-2021-00284,2023-03-12,2023-03-17,First Class,Consumer,East,Furniture,Chairs,671.24,2,0.0,38.07,335.62
ORD-2021-00285,2021-08-26,2021-08-30,Same Day,Consumer,East,Technology,Phones,2660.16,10,0.2,672.07,332.52
ORD-2021-00286,2021-01-24,2021-01-26,Second Class,Consumer,West,Office Supplies,Binders,124.56,8,0.0,22.41,15.57
ORD-2021-00287,2022-07-05,2022-07-11,Second Class,Corporate,East,Office Supplies,Pens,26.34,2,0.0,8.62,13.17
ORD-2021-00288,2023-10-14,2023-10-18,Standard Class,Home Office,Central,Office Supplies,Paper,159.84,9,0.0,50.66,17.76
ORD-2021-00289,2021-08-25,2021-08-27,Standard Class,Corporate,East,Technology,Accessories,492.84,9,0.0,7.99,54.76
ORD-2021-00290,2021-11-04,2021-11-06,Same Day,Corporate,South,Technology,Phones,258.11,1,0.2,88.02,322.64
ORD-2021-00291,2023-05-03,2023-05-09,Second Class,Corporate,East,Office Supplies,Labels,52.56,6,0.0,2.52,8.76
ORD-2021-00292,2023-04-02,2023-04-03,Standard Class,Consumer,East,Technology,Phones,2832.08,8,0.0,22.84,354.01
ORD-2021-00293,2022-08-21,2022-08-26,Second Class,Corporate,West,Technology,Monitors,1183.73,5,0.3,-49.72,338.21
ORD-2021-00294,2021-11-05,2021-11-06,Second Class,Home Office,East,Office Supplies,Labels,49.07,7,0.0,-1.55,7.01
ORD-2021-00295,2022-09-22,2022-09-23,Same Day,Consumer,Central,Office Supplies,Paper,56.54,4,0.2,10.65,17.67
ORD-2021-00296,2022-04-20,2022-04-27,Standard Class,Consumer,Central,Technology,Laptops,6627.58,9,0.1,368.16,818.22
ORD-2021-00297,2023-03-19,2023-03-20,Second Class,Home Office,West,Office Supplies,Paper,214.08,10,0.2,24.25,26.76
ORD-2021-00298,2023-03-16,2023-03-22,First Class,Corporate,Central,Technology,Laptops,6482.88,6,0.0,-145.58,1080.48
ORD-2021-00299,2021-12-03,2021-12-07,Standard Class,Consumer,West,Technology,Laptops,6590.72,8,0.0,-537.86,823.84
ORD-2021-00300,2021-09-03,2021-09-04,First Class,Corporate,Central,Technology,Monitors,757.13,3,0.3,19.21,360.54
ORD-2021-00301,2021-07-06,2021-07-12,Second Class,Corporate,East,Office Supplies,Paper,72.48,4,0.0,-4.35,18.12
ORD-2021-00302,2023-07-16,2023-07-21,Same Day,Consumer,East,Furniture,Bookcases,1570.32,9,0.0,168.57,174.48
ORD-2021-00303,2021-09-25,2021-09-27,Second Class,Consumer,West,Technology,Phones,1939.98,7,0.0,124.01,277.14
ORD-2021-00304,2022-02-09,2022-02-15,Standard Class,Consumer,West,Technology,Accessories,440.8,8,0.0,92.87,55.1
ORD-2021-00305,2021-12-11,2021-12-16,Standard Class,Corporate,West,Furniture,Chairs,1008.91,7,0.3,262.05,205.9
ORD-2021-00306,2022-01-19,2022-01-22,Second Class,Corporate,East,Office Supplies,Labels,42.34,5,0.1,-2.68,9.41
ORD-2021-00307,2023-09-09,2023-09-10,Same Day,Corporate,Central,Office Supplies,Binders,39.72,2,0.0,12.49,19.86
ORD-2021-00308,2023-09-10,2023-09-15,First Class,Corporate,West,Office Supplies,Binders,100.4,8,0.0,2.47,12.55
ORD-2021-00309,2022-03-25,2022-03-26,First Class,Consumer,East,Furniture,Bookcases,1283.7,5,0.0,303.87,256.74
ORD-2021-00310,2022-05-09,2022-05-12,Second Class,Consumer,East,Furniture,Tables,2868.77,9,0.3,-16.62,455.36
ORD-2021-00311,2022-04-30,2022-05-05,Second Class,Consumer,Central,Technology,Monitors,1717.42,6,0.3,202.72,408.91
ORD-2021-00312,2023-10-06,2023-10-11,Second Class,Home Office,East,Technology,Accessories,292.75,5,0.0,19.32,58.55
ORD-2021-00313,2021-01-02,2021-01-05,Same Day,Home Office,West,Technology,Laptops,9697.7,10,0.0,2292.17,969.77
ORD-2021-00314,2021-10-18,2021-10-25,Second Class,Consumer,West,Technology,Accessories,65.76,2,0.2,0.89,41.1
ORD-2021-00315,2022-10-23,2022-10-25,First Class,Corporate,West,Furniture,Storage,386.82,3,0.3,117.15,184.2
ORD-2021-00316,2022-04-03,2022-04-09,First Class,Home Office,East,Furniture,Bookcases,2214.0,10,0.0,308.74,221.4
ORD-2021-00317,2023-03-13,2023-03-20,Standard Class,Home Office,East,Furniture,Tables,4321.5,10,0.0,437.92,432.15
ORD-2021-00318,2022-11-10,2022-11-16,Second Class,Corporate,West,Office Supplies,Binders,33.58,2,0.0,0.31,16.79
ORD-2021-00319,2022-06-28,2022-06-30,Standard Class,Corporate,Central,Office Supplies,Paper,53.84,4,0.3,3.76,19.23
ORD-2021-00320,2023-05-10,2023-05-12,Same Day,Corporate,West,Technology,Phones,1534.74,7,0.1,68.96,243.61
ORD-2021-00321,2021-11-30,2021-12-04,Second Class,Home Office,South,Furniture,Chairs,463.44,2,0.0,21.95,231.72
ORD-2021-00322,2021-11-26,2021-12-02,Same Day,Consumer,Central,Technology,Phones,418.5,2,0.2,125.86,261.56
ORD-2021-00323,2023-06-09,2023-06-11,Second Class,Corporate,West,Furniture,Storage,173.42,1,0.0,35.65,173.42
ORD-2021-00324,2021-07-16,2021-07-17,Second Class,Corporate,Central,Furniture,Bookcases,1426.32,7,0.2,177.29,254.7
ORD-2021-00325,2022-08-27,2022-09-03,Standard Class,Corporate,West,Technology,Accessories,383.49,10,0.1,54.34,42.61
ORD-2021-00326,2022-09-24,2022-10-01,Standard Class,Corporate,West,Technology,Accessories,362.94,7,0.1,85.45,57.61
ORD-2021-00327,2023-01-27,2023-01-29,Same Day,Corporate,East,Technology,Monitors,3388.8,8,0.0,-144.33,423.6
ORD-2021-00328,2021-06-25,2021-07-01,Standard Class,Consumer,West,Technology,Accessories,232.85,6,0.2,14.76,48.51
ORD-2021-00329,2023-08-31,2023-09-05,Same Day,Home Office,South,Technology,Phones,1282.57,4,0.1,201.17,356.27
ORD-2021-00330,2021-12-21,2021-12-23,Same Day,Consumer,East,Office Supplies,Paper,81.08,4,0.0,27.89,20.27
ORD-2021-00331,2022-06-13,2022-06-16,Second Class,Home Office,East,Office Supplies,Labels,18.62,2,0.0,0.13,9.31
ORD-2021-00332,2021-08-19,2021-08-23,Same Day,Consumer,South,Furniture,Bookcases,516.63,3,0.0,-16.13,172.21
ORD-2021-00333,2023-04-22,2023-04-25,First Class,Corporate,West,Technology,Phones,1392.92,7,0.3,-38.57,284.27
ORD-2021-00334,2023-04-03,2023-04-04,Second Class,Corporate,Central,Technology,Laptops,5745.25,7,0.0,162.55,820.75
ORD-2021-00335,2022-09-13,2022-09-16,First Class,Consumer,Central,Furniture,Bookcases,813.6,5,0.1,246.96,180.8
ORD-2021-00336,2022-10-20,2022-10-23,Same Day,Home Office,Central,Technology,Laptops,4274.65,7,0.2,581.48,763.33
ORD-2021-00337,2021-04-26,2021-05-01,First Class,Home Office,South,Technology,Monitors,1255.5,3,0.0,429.47,418.5
ORD-2021-00338,2021-04-29,2021-05-01,Second Class,Consumer,East,Technology,Phones,234.15,1,0.1,18.51,260.17
ORD-2021-00339,2021-09-11,2021-09-17,Same Day,Corporate,Central,Technology,Accessories,69.08,1,0.0,20.0,69.08
ORD-2021-00340,2022-06-14,2022-06-20,Second Class,Corporate,Central,Technology,Monitors,1032.2,2,0.0,,516.1
ORD-2021-00341,2022-02-28,2022-03-03,Second Class,Home Office,East,Office Supplies,Binders,75.82,7,0.2,,13.54
ORD-2021-00342,2021-01-18,2021-01-20,Second Class,Consumer,South,Office Supplies,Paper,108.6,5,0.2,16.35,27.15
ORD-2021-00343,2023-07-30,2023-08-02,First Class,Corporate,South,Office Supplies,Pens,41.15,4,0.1,1.07,11.43
ORD-2021-00344,2022-08-02,2022-08-05,First Class,Consumer,West,Office Supplies,Labels,18.16,2,0.1,-0.29,10.09
ORD-2021-00345,2022-01-21,2022-01-23,First Class,Corporate,Central,Office Supplies,Pens,89.46,9,0.0,8.18,9.94
ORD-2021-00346,2021-02-22,2021-02-28,Second Class,Home Office,Central,Office Supplies,Labels,70.72,8,0.0,0.64,8.84
ORD-2021-00347,2023-12-31,2024-01-06,Second Class,Corporate,East,Furniture,Chairs,1216.49,8,0.3,212.62,217.23
ORD-2021-00348,2021-09-20,2021-09-26,Same Day,Consumer,Central,Technology,Laptops,3065.51,5,0.3,495.26,875.86
ORD-2021-00349,2022-04-03,2022-04-09,First Class,Consumer,West,Technology,Accessories,200.84,5,0.1,23.4,44.63
ORD-2021-00350,2021-04-20,2021-04-27,Same Day,Consumer,South,Furniture,Bookcases,1791.28,10,0.2,-137.35,223.91
ORD-2021-00351,2023-04-27,2023-04-28,First Class,Home Office,South,Technology,Phones,901.77,3,0.0,-35.63,300.59
ORD-2021-00352,2021-06-15,2021-06-19,Second Class,Corporate,East,Office Supplies,Labels,28.14,6,0.3,9.72,6.7
ORD-2021-00353,2021-12-12,2021-12-17,Second Class,Corporate,South,Technology,Phones,804.65,3,0.1,212.78,298.02
ORD-2021-00354,2023-09-05,2023-09-09,Same Day,Corporate,South,Technology,Monitors,381.11,1,0.0,78.77,381.11
ORD-2021-00355,2022-05-25,2022-05-27,Standard Class,Consumer,East,Technology,Accessories,376.86,6,0.0,63.33,62.81
ORD-2021-00356,2022-09-03,2022-09-06,Standard Class,Consumer,East,Office Supplies,Pens,60.65,8,0.3,5.18,10.83
ORD-2021-00357,2022-01-21,2022-01-23,First Class,Corporate,Central,Furniture,Tables,3532.62,7,0.0,1124.39,504.66
ORD-2021-00358,2021-09-10,2021-09-13,Second Class,Home Office,West,Technology,Laptops,1051.68,1,0.1,351.54,1168.53
ORD-2021-00359,2021-02-10,2021-02-11,Standard Class,Home Office,West,Office Supplies,Paper,31.48,2,0.1,7.21,17.49
ORD-2021-00360,2022-09-09,2022-09-13,Standard Class,Consumer,East,Furniture,Storage,286.23,2,0.3,-5.28,204.45
ORD-2021-00361,2022-08-02,2022-08-03,Standard Class,Consumer,South,Office Supplies,Binders,22.68,2,0.1,5.3,12.6
ORD-2021-00362,2022-08-28,2022-08-30,Same Day,Home Office,Central,Furniture,Tables,457.87,1,0.2,127.66,572.34
ORD-2021-00363,2021-07-02,2021-07-03,Standard Class,Consumer,East,Furniture,Bookcases,1237.39,10,0.3,319.09,176.77
ORD-2021-00364,2023-07-25,2023-07-28,Second Class,Corporate,West,Office Supplies,Paper,82.89,5,0.1,-2.18,18.42
ORD-2022-00365,2023-05-23,2023-05-29,First Class,Home Office,Central,Technology,Accessories,89.86,2,0.0,23.95,44.93
ORD-2022-00366,2023-06-16,2023-06-21,First Class,Corporate,East,Technology,Laptops,3777.23,5,0.3,511.36,1079.21
ORD-2022-00367,2022-07-11,2022-07-18,Same Day,Corporate,South,Technology,Phones,1492.49,7,0.3,439.9,304.59
ORD-2022-00368,2021-11-23,2021-11-24,Standard Class,Consumer,West,Office Supplies,Binders,86.97,7,0.2,23.26,15.53
ORD-2022-00369,2021-09-25,2021-09-29,Standard Class,Corporate,South,Furniture,Tables,4253.92,8,0.0,296.18,531.74
ORD-2022-00370,2022-11-24,2022-11-29,Second Class,Consumer,Central,Technology,Accessories,339.44,9,0.3,12.09,53.88
ORD-2022-00371,2021-11-01,2021-11-08,Same Day,Corporate,South,Office Supplies,Binders,134.86,9,0.2,17.02,18.73
ORD-2022-00372,2023-10-04,2023-10-07,Standard Class,Consumer,South,Technology,Monitors,1502.92,4,0.0,458.1,375.73
ORD-2022-00373,2023-07-30,2023-08-03,Standard Class,Consumer,South,Technology,Monitors,3709.17,10,0.1,536.34,412.13
ORD-2022-00374,2021-07-30,2021-08-03,Standard Class,Home Office,South,Furniture,Chairs,2351.79,7,,425.46,335.97
ORD-2022-00375,2022-11-30,2022-12-03,Same Day,Home Office,East,Technology,Accessories,43.51,1,0.0,14.05,43.51
ORD-2022-00376,2021-08-22,2021-08-23,Same Day,Home Office,Central,Office Supplies,Labels,37.64,4,0.0,1.91,9.41
ORD-2022-00377,2023-10-06,2023-10-08,Second Class,Consumer,West,Furniture,Bookcases,1236.97,7,0.0,318.29,176.71
ORD-2022-00378,2022-11-24,2022-11-25,Second Class,Corporate,East,Technology,Monitors,3281.74,7,0.0,459.63,468.82
ORD-2022-00379,2023-10-19,2023-10-20,Second Class,Corporate,South,Office Supplies,Paper,168.4,9,0.3,42.92,26.73
ORD-2022-00380,2021-09-20,2021-09-21,Second Class,Home Office,East,Office Supplies,Labels,34.94,7,0.3,1.41,7.13
ORD-2022-00381,2022-07-15,2022-07-19,Second Class,Home Office,South,Office Supplies,Labels,45.54,6,0.0,10.69,7.59
ORD-2022-00382,2022-02-16,2022-02-18,Second Class,Home Office,Central,Furniture,Bookcases,1148.14,10,0.3,179.63,164.02
ORD-2022-00383,2021-08-25,2021-09-01,First Class,Home Office,East,Office Supplies,Binders,90.53,6,0.2,26.67,18.86
ORD-2022-00384,2023-12-07,2023-12-08,Standard Class,Corporate,Central,Office Supplies,Labels,7.24,1,0.1,1.95,8.04
ORD-2022-00385,2021-10-27,2021-11-03,First Class,Corporate,East,Technology,Accessories,30.32,1,0.3,8.52,43.32
ORD-2022-00386,2022-04-05,2022-04-11,Standard Class,Corporate,Central,Office Supplies,Paper,141.99,9,0.1,11.19,17.53
ORD-2022-00387,2023-05-04,2023-05-11,Same Day,Corporate,West,Office Supplies,Pens,61.34,6,0.2,-2.0,12.78
ORD-2022-00388,2022-02-07,2022-02-14,First Class,Home Office,East,Technology,Monitors,1500.08,4,0.0,337.54,375.02
ORD-2022-00389,2023-02-12,2023-02-13,Standard Class,Home Office,East,Technology,Laptops,7761.74,7,0.0,1463.22,1108.82
ORD-2022-00390,2021-11-14,2021-11-15,Same Day,Corporate,West,Office Supplies,Pens,36.48,3,0.0,5.26,12.16
ORD-2022-00391,2021-05-30,2021-06-06,First Class,Home Office,South,Office Supplies,Pens,45.65,6,0.2,2.54,9.51
ORD-2022-00392,2021-07-08,2021-07-11,Same Day,Home Office,South,Technology,Laptops,3272.24,4,0.0,1010.48,818.06
ORD-2022-00393,2021-08-23,2021-08-29,Standard Class,Home Office,South,Furniture,Tables,3105.11,6,0.1,249.6,575.02
ORD-2022-00394,2023-02-21,2023-02-28,First Class,Home Office,West,Office Supplies,Binders,29.09,2,0.1,9.49,16.16
ORD-2022-00395,2022-08-31,2022-09-06,Standard Class,Corporate,South,Technology,Accessories,178.4,4,0.0,29.22,44.6
ORD-2022-00396,2023-05-19,2023-05-26,Second Class,Consumer,West,Technology,Phones,662.12,2,0.0,115.97,331.06
ORD-2022-00397,2021-02-18,2021-02-22,Second Class,Home Office,West,Office Supplies,Labels,38.94,6,0.0,11.39,6.49
ORD-2022-00398,2023-03-06,2023-03-10,Same Day,Corporate,East,Furniture,Chairs,2140.87,7,0.1,330.36,339.82
ORD-2022-00399,2021-05-29,2021-06-01,Standard Class,Home Office,West,Technology,Phones,3288.6,9,0.0,1036.32,365.4
ORD-2022-00400,2023-03-21,2023-03-28,Same Day,Corporate,Central,Office Supplies,Paper,22.04,1,0.1,-0.69,24.49
ORD-2022-00401,2022-09-03,2022-09-09,Second Class,Home Office,Central,Office Supplies,Labels,55.02,6,0.0,9.52,9.17
ORD-2022-00402,2021-06-24,2021-06-27,Same Day,Home Office,West,Technology,Phones,885.75,4,0.3,204.96,316.34
ORD-2022-00403,2022-03-29,2022-04-03,Second Class,Consumer,East,Technology,Monitors,2721.25,5,0.0,861.29,544.25
ORD-2022-00404,2022-08-19,2022-08-25,Standard Class,Home Office,South,Office Supplies,Paper,42.82,2,0.0,-2.1,21.41
ORD-2022-00405,2021-07-24,2021-07-27,Second Class,Consumer,Central,Furniture,Bookcases,2781.8,10,0.0,771.96,278.18
ORD-2022-00406,2023-01-17,2023-01-24,Second Class,Home Office,Central,Furniture,Bookcases,944.78,6,0.1,297.02,174.96
ORD-2022-00407,2022-11-11,2022-11-15,Second Class,Corporate,Central,Technology,Monitors,3807.22,8,0.1,508.18,528.78
ORD-2022-00408,2022-07-29,2022-08-05,Standard Class,Home Office,East,Office Supplies,Paper,55.44,3,0.2,4.41,23.1
ORD-2022-00409,2023-04-10,2023-04-17,Standard Class,Consumer,West,Office Supplies,Paper,166.6,10,0.0,8.47,16.66
ORD-2022-00410,2022-04-03,2022-04-10,Same Day,Corporate,East,Office Supplies,Labels,71.75,10,0.3,-7.03,10.25
ORD-2022-00411,2022-05-05,2022-05-12,Standard Class,Corporate,South,Office Supplies,Paper,140.0,10,0.3,11.08,20.0
ORD-2022-00412,2023-09-18,2023-09-21,Second Class,Home Office,East,Furniture,Tables,561.22,1,0.0,176.19,561.22
ORD-2022-00413,2023-11-27,2023-12-04,Second Class,Consumer,East,Furniture,Bookcases,1088.42,6,0.1,61.09,201.56
ORD-2022-00414,2022-06-24,2022-06-29,First Class,Consumer,Central,Technology,Phones,2683.8,9,0.2,277.77,372.75
ORD-2022-00415,2023-11-24,2023-11-28,Second Class,Corporate,Central,Furniture,Chairs,1402.14,6,0.0,145.26,233.69
ORD-2022-00416,2022-04-17,2022-04-18,Second Class,Corporate,East,Office Supplies,Paper,111.45,9,0.3,-2.3,17.69
ORD-2022-00417,2023-04-30,2023-05-07,Second Class,Home Office,West,Technology,Accessories,230.79,6,0.3,20.43,54.95
ORD-2022-00418,2021-02-15,2021-02-17,Same Day,Home Office,East,Furniture,Tables,674.45,1,0.0,42.54,674.45
ORD-2022-00419,2022-06-13,2022-06-15,Second Class,Consumer,East,Office Supplies,Paper,186.06,9,0.1,34.33,22.97
ORD-2022-00420,2023-08-24,2023-08-31,Same Day,Consumer,West,Technology,Accessories,323.12,8,0.0,64.17,40.39
ORD-2022-00421,2023-07-18,2023-07-23,First Class,Consumer,Central,Technology,Laptops,8161.4,10,0.0,2713.52,816.14
ORD-2022-00422,2021-11-03,2021-11-08,Same Day,Home Office,East,Technology,Phones,533.52,2,0.0,46.19,266.76
ORD-2022-00423,2021-01-03,2021-01-10,Second Class,Corporate,West,Technology,Phones,1430.02,7,0.2,498.5,255.36
ORD-2022-00424,2022-12-19,2022-12-24,Same Day,Corporate,East,Office Supplies,Labels,88.1,10,0.0,14.79,8.81
ORD-2022-00425,2022-06-12,2022-06-14,Same Day,Home Office,Central,Technology,Phones,176.45,1,,41.9,252.07
ORD-2022-00426,2022-10-09,2022-10-13,Second Class,Corporate,West,Office Supplies,Paper,111.12,6,0.0,33.79,18.52
ORD-2022-00427,2022-07-19,2022-07-25,First Class,Home Office,South,Furniture,Bookcases,1292.34,7,0.0,-18.34,184.62
ORD-2022-00428,2022-06-04,2022-06-07,Same Day,Home Office,Central,Furniture,Tables,4109.6,10,0.0,462.04,410.96
